240.84, 0.00





241.84, 0.00





242.83, 416.50





282.64, 13782.50



¥P¥%¥ 

151.00, 414.25





156.64, 0.00





157.64, 0.00





158.63, 0.00





159.63, 0.00





160.63, 0.00





154.14, 2774.50





155.14, 2798.75





156.13, 2827.25





157.13, 2877.75





158.09, 2924.50





159.11, 2936.50





160.09, 2434.25





106.69, 12697.50



¥P¥%¥ 

79.38, 0.00





80.38, 0.00





81.38, 0.00





78.16, 386.00





83.36, 0.00





84.36, 0.00





85.34, 0.00





86.34, 0.00





87.34, 0.00





88.33, 0.00





89.33, 0.00





90.31, 0.00





91.31, 4226.75





125.63, 757.75



¥P¥%¥ 

355.67, 0.00





356.66, 0.00





357.66, 0.00





358.64, 0.00





359.64, 0.00





354.48, 735.50





355.55, 736.00





2.59, 0.00





357.56, 732.75





358.48, 718.00





359.69, 709.75





0.61, 702.00





1.69, 14806.50



¥P¥%¥ 

266.33, 468.75





267.11, 464.50





268.17, 459.00





269.45, 454.50





270.41, 451.00





271.25, 446.25





272.48, 441.75





273.31, 438.75





274.27, 435.25





275.22, 432.50





276.36, 428.25





277.34, 425.50





283.06, 10424.25



¥P¥%¥ 

192.23, 188.50





193.23, 188.75





194.23, 189.25





195.23, 189.25





196.23, 189.50





197.23, 190.25





198.23, 192.00





199.23, 193.25





200.25, 195.25





201.25, 196.00





202.25, 197.25





202.41, 198.50





204.25, 77.50



¥P¥%¥ 

107.86, 1759.75





108.86, 1754.50





109.89, 1741.00





110.86, 1742.75





119.05, 0.00





113.89, 761.75





115.03, 735.25





115.97, 735.25





116.94, 735.75





117.97, 733.75





118.98, 738.75





119.98, 741.50





120.94, 1429.00





101.42, 5453.25



¥P¥%¥ 

34.89, 625.00





35.83, 625.00





37.02, 572.75





38.44, 514.00





39.81, 466.25





40.75, 455.50





41.80, 458.00





42.67, 458.75





43.55, 460.25





44.77, 463.25



